base_sigungu_code,base_sigungu_name,base_sido_name,neighbor_sigungu_code,neighbor_sigungu_name,neighbor_sido_name,adjacency_type,touches,centroid_distance_km
36570,화순군,전라남도,24030,남구,광주광역시,border_touch,True,18.717
36570,화순군,전라남도,24040,북구,광주광역시,border_touch,True,22.759
36570,화순군,전라남도,36560,보성군,전라남도,border_touch,True,24.53
36570,화순군,전라남도,36040,나주시,전라남도,border_touch,True,28.648
36570,화순군,전라남도,36520,곡성군,전라남도,border_touch,True,31.211
36570,화순군,전라남도,36510,담양군,전라남도,border_touch,True,31.611
36570,화순군,전라남도,36030,순천시,전라남도,border_touch,True,32.521
36570,화순군,전라남도,36580,장흥군,전라남도,border_touch,True,38.328
36570,화순군,전라남도,36610,영암군,전라남도,border_touch,True,44.228
36580,장흥군,전라남도,36590,강진군,전라남도,border_touch,True,15.021
36580,장흥군,전라남도,36560,보성군,전라남도,border_touch,True,26.884
36580,장흥군,전라남도,36610,영암군,전라남도,border_touch,True,30.445
36580,장흥군,전라남도,36570,화순군,전라남도,border_touch,True,38.328
36590,강진군,전라남도,36580,장흥군,전라남도,border_touch,True,15.021
36590,강진군,전라남도,36610,영암군,전라남도,border_touch,True,23.788
36590,강진군,전라남도,36600,해남군,전라남도,border_touch,True,24.873
36600,해남군,전라남도,36590,강진군,전라남도,border_touch,True,24.873
36600,해남군,전라남도,36610,영암군,전라남도,border_touch,True,28.285
36610,영암군,전라남도,36010,목포시,전라남도,border_touch,True,21.367
36610,영암군,전라남도,36040,나주시,전라남도,border_touch,True,23.118
36610,영암군,전라남도,36590,강진군,전라남도,border_touch,True,23.788
36610,영암군,전라남도,36620,무안군,전라남도,border_touch,True,25.21
36610,영암군,전라남도,36600,해남군,전라남도,border_touch,True,28.285
36610,영암군,전라남도,36580,장흥군,전라남도,border_touch,True,30.445
36610,영암군,전라남도,36570,화순군,전라남도,border_touch,True,44.228
36620,무안군,전라남도,36010,목포시,전라남도,border_touch,True,17.091
36620,무안군,전라남도,36630,함평군,전라남도,border_touch,True,20.283
36620,무안군,전라남도,36610,영암군,전라남도,border_touch,True,25.21
36620,무안군,전라남도,36040,나주시,전라남도,border_touch,True,27.232
36620,무안군,전라남도,36680,신안군,전라남도,border_touch,True,38.433
36630,함평군,전라남도,36640,영광군,전라남도,border_touch,True,19.996
36630,함평군,전라남도,36620,무안군,전라남도,border_touch,True,20.283
36630,함평군,전라남도,24050,광산구,광주광역시,border_touch,True,20.641
36630,함평군,전라남도,36040,나주시,전라남도,border_touch,True,21.768
36630,함평군,전라남도,36650,장성군,전라남도,border_touch,True,32.074
36640,영광군,전라남도,36630,함평군,전라남도,border_touch,True,19.996
36640,영광군,전라남도,35570,고창군,전북특별자치도,border_touch,True,24.109
36640,영광군,전라남도,36650,장성군,전라남도,border_touch,True,29.46
36650,장성군,전라남도,24050,광산구,광주광역시,border_touch,True,18.304
36650,장성군,전라남도,35570,고창군,전북특별자치도,border_touch,True,19.183
36650,장성군,전라남도,24040,북구,광주광역시,border_touch,True,20.794
36650,장성군,전라남도,36510,담양군,전라남도,border_touch,True,21.041
36650,장성군,전라남도,36640,영광군,전라남도,border_touch,True,29.46
36650,장성군,전라남도,35560,순창군,전북특별자치도,border_touch,True,31.402
36650,장성군,전라남도,36630,함평군,전라남도,border_touch,True,32.074
36650,장성군,전라남도,35040,정읍시,전북특별자치도,border_touch,True,32.747
36680,신안군,전라남도,36620,무안군,전라남도,border_touch,True,38.433
37011,포항시 남구,경상북도,37020,경주시,경상북도,border_touch,True,23.368
37011,포항시 남구,경상북도,37012,포항시 북구,경상북도,border_touch,True,29.339
37012,포항시 북구,경상북도,37530,청송군,경상북도,border_touch,True,26.59
37012,포항시 북구,경상북도,37011,포항시 남구,경상북도,border_touch,True,29.339
37012,포항시 북구,경상북도,37070,영천시,경상북도,border_touch,True,31.065
37012,포항시 북구,경상북도,37550,영덕군,경상북도,border_touch,True,35.996
37012,포항시 북구,경상북도,37020,경주시,경상북도,border_touch,True,37.552
37020,경주시,경상북도,37011,포항시 남구,경상북도,border_touch,True,23.368
37020,경주시,경상북도,26040,북구,울산광역시,border_touch,True,27.32
37020,경주시,경상북도,26510,울주군,울산광역시,border_touch,True,31.435
37020,경주시,경상북도,37070,영천시,경상북도,border_touch,True,33.801
37020,경주시,경상북도,37012,포항시 북구,경상북도,border_touch,True,37.552
37020,경주시,경상북도,37560,청도군,경상북도,border_touch,True,44.087
37030,김천시,경상북도,37580,성주군,경상북도,border_touch,True,22.039
37030,김천시,경상북도,33540,영동군,충청북도,border_touch,True,26.144
37030,김천시,경상북도,37050,구미시,경상북도,border_touch,True,29.841
37030,김천시,경상북도,37590,칠곡군,경상북도,border_touch,True,35.027
37030,김천시,경상북도,35530,무주군,전북특별자치도,border_touch,True,35.511
37030,김천시,경상북도,38590,거창군,경상남도,border_touch,True,39.595
37030,김천시,경상북도,37080,상주시,경상북도,border_touch,True,40.954
37040,안동시,경상북도,37520,의성군,경상북도,border_touch,True,28.362
37040,안동시,경상북도,37600,예천군,경상북도,border_touch,True,33.012
37040,안동시,경상북도,37540,영양군,경상북도,border_touch,True,35.088
37040,안동시,경상북도,37530,청송군,경상북도,border_touch,True,35.088
37040,안동시,경상북도,37060,영주시,경상북도,border_touch,True,36.085
37040,안동시,경상북도,37610,봉화군,경상북도,border_touch,True,41.02
37050,구미시,경상북도,37590,칠곡군,경상북도,border_touch,True,23.353
37050,구미시,경상북도,22520,군위군,대구광역시,border_touch,True,26.639
37050,구미시,경상북도,37520,의성군,경상북도,border_touch,True,28.946
37050,구미시,경상북도,37030,김천시,경상북도,border_touch,True,29.841
37050,구미시,경상북도,37080,상주시,경상북도,border_touch,True,35.758
37060,영주시,경상북도,33580,단양군,충청북도,border_touch,True,23.204
37060,영주시,경상북도,37600,예천군,경상북도,border_touch,True,28.678
37060,영주시,경상북도,37610,봉화군,경상북도,border_touch,True,28.966
37060,영주시,경상북도,37040,안동시,경상북도,border_touch,True,36.085
37060,영주시,경상북도,32530,영월군,강원특별자치도,border_touch,True,37.999
37070,영천시,경상북도,37100,경산시,경상북도,border_touch,True,23.487
37070,영천시,경상북도,22020,동구,대구광역시,border_touch,True,24.869
37070,영천시,경상북도,37012,포항시 북구,경상북도,border_touch,True,31.065
37070,영천시,경상북도,22520,군위군,대구광역시,border_touch,True,31.555
37070,영천시,경상북도,37020,경주시,경상북도,border_touch,True,33.801
37070,영천시,경상북도,37530,청송군,경상북도,border_touch,True,39.235
37070,영천시,경상북도,37560,청도군,경상북도,border_touch,True,40.557
37080,상주시,경상북도,37090,문경시,경상북도,border_touch,True,29.887
37080,상주시,경상북도,33520,보은군,충청북도,border_touch,True,30.987
37080,상주시,경상북도,37050,구미시,경상북도,border_touch,True,35.758
37080,상주시,경상북도,33540,영동군,충청북도,border_touch,True,37.566
37080,상주시,경상북도,33530,옥천군,충청북도,border_touch,True,38.752
37080,상주시,경상북도,37600,예천군,경상북도,border_touch,True,40.388
37080,상주시,경상북도,37030,김천시,경상북도,border_touch,True,40.954
37080,상주시,경상북도,33560,괴산군,충청북도,border_touch,True,43.297
37080,상주시,경상북도,37520,의성군,경상북도,border_touch,True,49.721
37090,문경시,경상북도,37600,예천군,경상북도,border_touch,True,24.806
37090,문경시,경상북도,33560,괴산군,충청북도,border_touch,True,29.801
37090,문경시,경상북도,37080,상주시,경상북도,border_touch,True,29.887
37090,문경시,경상북도,33580,단양군,충청북도,border_touch,True,39.873
37090,문경시,경상북도,33030,제천시,충청북도,border_touch,True,40.954
37090,문경시,경상북도,33020,충주시,충청북도,border_touch,True,42.469
37100,경산시,경상북도,22060,수성구,대구광역시,border_touch,True,13.354
37100,경산시,경상북도,22020,동구,대구광역시,border_touch,True,15.755
37100,경산시,경상북도,37560,청도군,경상북도,border_touch,True,17.985
37100,경산시,경상북도,37070,영천시,경상북도,border_touch,True,23.487
37100,경산시,경상북도,22510,달성군,대구광역시,border_touch,True,29.275
37520,의성군,경상북도,22520,군위군,대구광역시,border_touch,True,21.499
37520,의성군,경상북도,37040,안동시,경상북도,border_touch,True,28.362
37520,의성군,경상북도,37050,구미시,경상북도,border_touch,True,28.946
37520,의성군,경상북도,37600,예천군,경상북도,border_touch,True,36.683
37520,의성군,경상북도,37530,청송군,경상북도,border_touch,True,39.694
37520,의성군,경상북도,37080,상주시,경상북도,border_touch,True,49.721
37530,청송군,경상북도,37012,포항시 북구,경상북도,border_touch,True,26.59
37530,청송군,경상북도,37550,영덕군,경상북도,border_touch,True,27.172
37530,청송군,경상북도,37040,안동시,경상북도,border_touch,True,35.088
37530,청송군,경상북도,37540,영양군,경상북도,border_touch,True,38.468
37530,청송군,경상북도,37070,영천시,경상북도,border_touch,True,39.235
37530,청송군,경상북도,37520,의성군,경상북도,border_touch,True,39.694
37530,청송군,경상북도,22520,군위군,대구광역시,border_touch,True,42.203
37540,영양군,경상북도,37620,울진군,경상북도,border_touch,True,27.458
37540,영양군,경상북도,37550,영덕군,경상북도,border_touch,True,28.329
37540,영양군,경상북도,37610,봉화군,경상북도,border_touch,True,33.536
37540,영양군,경상북도,37040,안동시,경상북도,border_touch,True,35.088
37540,영양군,경상북도,37530,청송군,경상북도,border_touch,True,38.468
37550,영덕군,경상북도,37530,청송군,경상북도,border_touch,True,27.172
37550,영덕군,경상북도,37540,영양군,경상북도,border_touch,True,28.329
37550,영덕군,경상북도,37012,포항시 북구,경상북도,border_touch,True,35.996
37550,영덕군,경상북도,37620,울진군,경상북도,border_touch,True,46.777
37560,청도군,경상북도,37100,경산시,경상북도,border_touch,True,17.985
37560,청도군,경상북도,38080,밀양시,경상남도,border_touch,True,19.356
37560,청도군,경상북도,22510,달성군,대구광역시,border_touch,True,27.788
37560,청도군,경상북도,38530,창녕군,경상남도,border_touch,True,32.265
37560,청도군,경상북도,26510,울주군,울산광역시,border_touch,True,38.987
37560,청도군,경상북도,37070,영천시,경상북도,border_touch,True,40.557
37560,청도군,경상북도,37020,경주시,경상북도,border_touch,True,44.087
37570,고령군,경상북도,22510,달성군,대구광역시,border_touch,True,17.498
37570,고령군,경상북도,37580,성주군,경상북도,border_touch,True,19.989
37570,고령군,경상북도,22070,달서구,대구광역시,border_touch,True,22.454
37570,고령군,경상북도,38600,합천군,경상남도,border_touch,True,23.259
37570,고령군,경상북도,38530,창녕군,경상남도,border_touch,True,30.479
37580,성주군,경상북도,37570,고령군,경상북도,border_touch,True,19.989
37580,성주군,경상북도,37030,김천시,경상북도,border_touch,True,22.039
37580,성주군,경상북도,37590,칠곡군,경상북도,border_touch,True,23.904
37580,성주군,경상북도,22510,달성군,대구광역시,border_touch,True,28.995
37580,성주군,경상북도,38590,거창군,경상남도,border_touch,True,35.494
37580,성주군,경상북도,38600,합천군,경상남도,border_touch,True,37.603
37590,칠곡군,경상북도,22050,북구,대구광역시,border_touch,True,14.129
37590,칠곡군,경상북도,22020,동구,대구광역시,border_touch,True,22.031
37590,칠곡군,경상북도,37050,구미시,경상북도,border_touch,True,23.353
37590,칠곡군,경상북도,37580,성주군,경상북도,border_touch,True,23.904
37590,칠곡군,경상북도,22520,군위군,대구광역시,border_touch,True,23.947
37590,칠곡군,경상북도,22510,달성군,대구광역시,border_touch,True,28.575
37590,칠곡군,경상북도,37030,김천시,경상북도,border_touch,True,35.027
37600,예천군,경상북도,37090,문경시,경상북도,border_touch,True,24.806
37600,예천군,경상북도,37060,영주시,경상북도,border_touch,True,28.678
37600,예천군,경상북도,37040,안동시,경상북도,border_touch,True,33.012
37600,예천군,경상북도,37520,의성군,경상북도,border_touch,True,36.683
37600,예천군,경상북도,33580,단양군,충청북도,border_touch,True,37.912
37600,예천군,경상북도,37080,상주시,경상북도,border_touch,True,40.388
37610,봉화군,경상북도,32050,태백시,강원특별자치도,border_touch,True,27.091
37610,봉화군,경상북도,37060,영주시,경상북도,border_touch,True,28.966
37610,봉화군,경상북도,37540,영양군,경상북도,border_touch,True,33.536
37610,봉화군,경상북도,37620,울진군,경상북도,border_touch,True,35.768
37610,봉화군,경상북도,37040,안동시,경상북도,border_touch,True,41.02
37610,봉화군,경상북도,32070,삼척시,강원특별자치도,border_touch,True,42.395
37610,봉화군,경상북도,32530,영월군,강원특별자치도,border_touch,True,47.334
37620,울진군,경상북도,37540,영양군,경상북도,border_touch,True,27.458
37620,울진군,경상북도,37610,봉화군,경상북도,border_touch,True,35.768
37620,울진군,경상북도,32070,삼척시,강원특별자치도,border_touch,True,44.77
37620,울진군,경상북도,37550,영덕군,경상북도,border_touch,True,46.777
38030,진주시,경상남도,38060,사천시,경상남도,border_touch,True,19.235
38030,진주시,경상남도,38510,의령군,경상남도,border_touch,True,24.712
38030,진주시,경상남도,38540,고성군,경상남도,border_touch,True,25.595
38030,진주시,경상남도,38570,산청군,경상남도,border_touch,True,28.754
38030,진주시,경상남도,38520,함안군,경상남도,border_touch,True,29.0
38030,진주시,경상남도,38560,하동군,경상남도,border_touch,True,32.788
38030,진주시,경상남도,38113,창원시 마산합포구,경상남도,border_touch,True,33.357
38050,통영시,경상남도,38540,고성군,경상남도,border_touch,True,22.447
38060,사천시,경상남도,38030,진주시,경상남도,border_touch,True,19.235
38060,사천시,경상남도,38540,고성군,경상남도,border_touch,True,23.378
38060,사천시,경상남도,38560,하동군,경상남도,border_touch,True,25.478
38070,김해시,경상남도,21120,강서구,부산광역시,border_touch,True,15.617
38070,김해시,경상남도,21080,북구,부산광역시,border_touch,True,16.901
38070,김해시,경상남도,38112,창원시 성산구,경상남도,border_touch,True,17.778
38070,김해시,경상남도,38111,창원시 의창구,경상남도,border_touch,True,18.376
38070,김해시,경상남도,38115,창원시 진해구,경상남도,border_touch,True,18.781
38070,김해시,경상남도,38100,양산시,경상남도,border_touch,True,22.89
38070,김해시,경상남도,38080,밀양시,경상남도,border_touch,True,25.61
38080,밀양시,경상남도,37560,청도군,경상북도,border_touch,True,19.356
38080,밀양시,경상남도,38111,창원시 의창구,경상남도,border_touch,True,24.335
38080,밀양시,경상남도,38100,양산시,경상남도,border_touch,True,25.214
38080,밀양시,경상남도,38070,김해시,경상남도,border_touch,True,25.61
38080,밀양시,경상남도,38530,창녕군,경상남도,border_touch,True,26.927
38080,밀양시,경상남도,26510,울주군,울산광역시,border_touch,True,36.494
38100,양산시,경상남도,21110,금정구,부산광역시,border_touch,True,16.514
38100,양산시,경상남도,21510,기장군,부산광역시,border_touch,True,18.571
38100,양산시,경상남도,21080,북구,부산광역시,border_touch,True,19.214
38100,양산시,경상남도,26510,울주군,울산광역시,border_touch,True,20.803
38100,양산시,경상남도,38070,김해시,경상남도,border_touch,True,22.89
38100,양산시,경상남도,38080,밀양시,경상남도,border_touch,True,25.214
38111,창원시 의창구,경상남도,38112,창원시 성산구,경상남도,border_touch,True,12.687
38111,창원시 의창구,경상남도,38114,창원시 마산회원구,경상남도,border_touch,True,13.512
38111,창원시 의창구,경상남도,38070,김해시,경상남도,border_touch,True,18.376
38111,창원시 의창구,경상남도,38520,함안군,경상남도,border_touch,True,19.966
38111,창원시 의창구,경상남도,38080,밀양시,경상남도,border_touch,True,24.335
38111,창원시 의창구,경상남도,38530,창녕군,경상남도,border_touch,True,26.003
38112,창원시 성산구,경상남도,38115,창원시 진해구,경상남도,border_touch,True,9.847
38112,창원시 성산구,경상남도,38111,창원시 의창구,경상남도,border_touch,True,12.687
38112,창원시 성산구,경상남도,38070,김해시,경상남도,border_touch,True,17.778
38113,창원시 마산합포구,경상남도,38114,창원시 마산회원구,경상남도,border_touch,True,11.658
38113,창원시 마산합포구,경상남도,38520,함안군,경상남도,border_touch,True,17.959
38113,창원시 마산합포구,경상남도,38540,고성군,경상남도,border_touch,True,22.234
38113,창원시 마산합포구,경상남도,38030,진주시,경상남도,border_touch,True,33.357
38114,창원시 마산회원구,경상남도,38520,함안군,경상남도,border_touch,True,11.607
38114,창원시 마산회원구,경상남도,38113,창원시 마산합포구,경상남도,border_touch,True,11.658
38114,창원시 마산회원구,경상남도,38111,창원시 의창구,경상남도,border_touch,True,13.512
38115,창원시 진해구,경상남도,38112,창원시 성산구,경상남도,border_touch,True,9.847
38115,창원시 진해구,경상남도,21120,강서구,부산광역시,border_touch,True,14.079
38115,창원시 진해구,경상남도,38070,김해시,경상남도,border_touch,True,18.781
38510,의령군,경상남도,38520,함안군,경상남도,border_touch,True,17.943
38510,의령군,경상남도,38530,창녕군,경상남도,border_touch,True,23.434
38510,의령군,경상남도,38600,합천군,경상남도,border_touch,True,23.838
38510,의령군,경상남도,38030,진주시,경상남도,border_touch,True,24.712
38510,의령군,경상남도,38570,산청군,경상남도,border_touch,True,35.769
38520,함안군,경상남도,38114,창원시 마산회원구,경상남도,border_touch,True,11.607
38520,함안군,경상남도,38510,의령군,경상남도,border_touch,True,17.943
38520,함안군,경상남도,38113,창원시 마산합포구,경상남도,border_touch,True,17.959
38520,함안군,경상남도,38111,창원시 의창구,경상남도,border_touch,True,19.966
38520,함안군,경상남도,38530,창녕군,경상남도,border_touch,True,24.754
38520,함안군,경상남도,38030,진주시,경상남도,border_touch,True,29.0
38530,창녕군,경상남도,38510,의령군,경상남도,border_touch,True,23.434
38530,창녕군,경상남도,38520,함안군,경상남도,border_touch,True,24.754
38530,창녕군,경상남도,38111,창원시 의창구,경상남도,border_touch,True,26.003
38530,창녕군,경상남도,38080,밀양시,경상남도,border_touch,True,26.927
38530,창녕군,경상남도,22510,달성군,대구광역시,border_touch,True,27.873
38530,창녕군,경상남도,37570,고령군,경상북도,border_touch,True,30.479
38530,창녕군,경상남도,37560,청도군,경상북도,border_touch,True,32.265
38530,창녕군,경상남도,38600,합천군,경상남도,border_touch,True,32.745
38540,고성군,경상남도,38113,창원시 마산합포구,경상남도,border_touch,True,22.234
38540,고성군,경상남도,38050,통영시,경상남도,border_touch,True,22.447
38540,고성군,경상남도,38060,사천시,경상남도,border_touch,True,23.378
38540,고성군,경상남도,38030,진주시,경상남도,border_touch,True,25.595
38560,하동군,경상남도,36060,광양시,전라남도,border_touch,True,17.288
38560,하동군,경상남도,38060,사천시,경상남도,border_touch,True,25.478
38560,하동군,경상남도,38570,산청군,경상남도,border_touch,True,27.365
38560,하동군,경상남도,36530,구례군,전라남도,border_touch,True,27.458
38560,하동군,경상남도,38030,진주시,경상남도,border_touch,True,32.788
38560,하동군,경상남도,35050,남원시,전북특별자치도,border_touch,True,44.068
38560,하동군,경상남도,38580,함양군,경상남도,border_touch,True,46.234
38570,산청군,경상남도,38580,함양군,경상남도,border_touch,True,25.076
38570,산청군,경상남도,38560,하동군,경상남도,border_touch,True,27.365
38570,산청군,경상남도,38030,진주시,경상남도,border_touch,True,28.754
38570,산청군,경상남도,38600,합천군,경상남도,border_touch,True,32.811
38570,산청군,경상남도,38510,의령군,경상남도,border_touch,True,35.769
38570,산청군,경상남도,38590,거창군,경상남도,border_touch,True,40.406
38580,함양군,경상남도,35540,장수군,전북특별자치도,border_touch,True,19.929
38580,함양군,경상남도,38570,산청군,경상남도,border_touch,True,25.076
38580,함양군,경상남도,38590,거창군,경상남도,border_touch,True,25.974
38580,함양군,경상남도,35050,남원시,전북특별자치도,border_touch,True,29.166
38580,함양군,경상남도,38560,하동군,경상남도,border_touch,True,46.234
38590,거창군,경상남도,38580,함양군,경상남도,border_touch,True,25.974
38590,거창군,경상남도,38600,합천군,경상남도,border_touch,True,27.586
38590,거창군,경상남도,35530,무주군,전북특별자치도,border_touch,True,28.713
38590,거창군,경상남도,35540,장수군,전북특별자치도,border_touch,True,33.611
38590,거창군,경상남도,37580,성주군,경상북도,border_touch,True,35.494
38590,거창군,경상남도,37030,김천시,경상북도,border_touch,True,39.595
38590,거창군,경상남도,38570,산청군,경상남도,border_touch,True,40.406
38600,합천군,경상남도,37570,고령군,경상북도,border_touch,True,23.259
38600,합천군,경상남도,38510,의령군,경상남도,border_touch,True,23.838
38600,합천군,경상남도,38590,거창군,경상남도,border_touch,True,27.586
38600,합천군,경상남도,38530,창녕군,경상남도,border_touch,True,32.745
38600,합천군,경상남도,38570,산청군,경상남도,border_touch,True,32.811
38600,합천군,경상남도,37580,성주군,경상북도,border_touch,True,37.603
39010,제주시,제주특별자치도,39020,서귀포시,제주특별자치도,border_touch,True,14.019
39020,서귀포시,제주특별자치도,39010,제주시,제주특별자치도,border_touch,True,14.019
