sigungu_code,sigungu_name,sido_code,neighbor_sigungu_code,neighbor_sigungu_name,neighbor_sido_code,adjacency_type,touches,centroid_distance_km
31270,포천시,31,31130,남양주시,31,border_touch,True,34.094
31270,포천시,31,32570,화천군,32,border_touch,True,42.491
31280,여주시,31,31210,이천시,31,border_touch,True,15.762
31280,여주시,31,31580,양평군,31,border_touch,True,24.135
31280,여주시,31,32020,원주시,32,border_touch,True,27.815
31280,여주시,31,31250,광주시,31,border_touch,True,30.012
31280,여주시,31,33570,음성군,33,border_touch,True,36.192
31280,여주시,31,33020,충주시,33,border_touch,True,40.415
31550,연천군,31,31080,동두천시,31,border_touch,True,20.583
31550,연천군,31,31270,포천시,31,border_touch,True,24.384
31550,연천군,31,31260,양주시,31,border_touch,True,32.058
31550,연천군,31,31200,파주시,31,border_touch,True,32.75
31550,연천군,31,32560,철원군,32,border_touch,True,37.819
31570,가평군,31,31270,포천시,31,border_touch,True,24.305
31570,가평군,31,31130,남양주시,31,border_touch,True,25.106
31570,가평군,31,32010,춘천시,32,border_touch,True,26.685
31570,가평군,31,31580,양평군,31,border_touch,True,35.216
31570,가평군,31,32570,화천군,32,border_touch,True,41.065
31570,가평군,31,32510,홍천군,32,border_touch,True,55.554
31580,양평군,31,31280,여주시,31,border_touch,True,24.135
31580,양평군,31,31250,광주시,31,border_touch,True,27.704
31580,양평군,31,31130,남양주시,31,border_touch,True,33.686
31580,양평군,31,31570,가평군,31,border_touch,True,35.216
31580,양평군,31,32020,원주시,32,border_touch,True,38.764
31580,양평군,31,32520,횡성군,32,border_touch,True,44.01
31580,양평군,31,32510,홍천군,32,border_touch,True,50.417
32010,춘천시,32,31570,가평군,31,border_touch,True,26.685
32010,춘천시,32,32570,화천군,32,border_touch,True,28.001
32010,춘천시,32,32510,홍천군,32,border_touch,True,33.528
32010,춘천시,32,32580,양구군,32,border_touch,True,39.358
32010,춘천시,32,32590,인제군,32,border_touch,True,50.079
32020,원주시,32,32520,횡성군,32,border_touch,True,25.82
32020,원주시,32,31280,여주시,31,border_touch,True,27.815
32020,원주시,32,33020,충주시,33,border_touch,True,32.646
32020,원주시,32,33030,제천시,33,border_touch,True,33.333
32020,원주시,32,31580,양평군,31,border_touch,True,38.764
32020,원주시,32,32530,영월군,32,border_touch,True,51.947
32030,강릉시,32,32040,동해시,32,border_touch,True,29.873
32030,강릉시,32,32540,평창군,32,border_touch,True,35.214
32030,강릉시,32,32550,정선군,32,border_touch,True,37.595
32030,강릉시,32,32610,양양군,32,border_touch,True,38.858
32030,강릉시,32,32510,홍천군,32,border_touch,True,66.954
32040,동해시,32,32070,삼척시,32,border_touch,True,26.132
32040,동해시,32,32030,강릉시,32,border_touch,True,29.873
32040,동해시,32,32550,정선군,32,border_touch,True,31.433
32050,태백시,32,32070,삼척시,32,border_touch,True,17.189
32050,태백시,32,37610,봉화군,37,border_touch,True,27.091
32050,태백시,32,32550,정선군,32,border_touch,True,31.321
32050,태백시,32,32530,영월군,32,border_touch,True,42.707
32060,속초시,32,32610,양양군,32,border_touch,True,20.155
32060,속초시,32,32600,고성군,32,border_touch,True,24.659
32060,속초시,32,32590,인제군,32,border_touch,True,25.44
32070,삼척시,32,32050,태백시,32,border_touch,True,17.189
32070,삼척시,32,32040,동해시,32,border_touch,True,26.132
32070,삼척시,32,32550,정선군,32,border_touch,True,35.772
32070,삼척시,32,37610,봉화군,37,border_touch,True,42.395
32070,삼척시,32,37620,울진군,37,border_touch,True,44.77
32510,홍천군,32,32520,횡성군,32,border_touch,True,26.194
32510,홍천군,32,32010,춘천시,32,border_touch,True,33.528
32510,홍천군,32,32590,인제군,32,border_touch,True,39.582
32510,홍천군,32,32540,평창군,32,border_touch,True,41.637
32510,홍천군,32,31580,양평군,31,border_touch,True,50.417
32510,홍천군,32,32610,양양군,32,border_touch,True,54.134
32510,홍천군,32,31570,가평군,31,border_touch,True,55.554
32510,홍천군,32,32030,강릉시,32,border_touch,True,66.954
32520,횡성군,32,32020,원주시,32,border_touch,True,25.82
32520,횡성군,32,32510,홍천군,32,border_touch,True,26.194
32520,횡성군,32,32540,평창군,32,border_touch,True,36.217
32520,횡성군,32,31580,양평군,31,border_touch,True,44.01
32520,횡성군,32,32530,영월군,32,border_touch,True,50.511
32530,영월군,32,33580,단양군,33,border_touch,True,25.317
32530,영월군,32,32550,정선군,32,border_touch,True,28.679
32530,영월군,32,33030,제천시,33,border_touch,True,35.723
32530,영월군,32,37060,영주시,37,border_touch,True,37.999
32530,영월군,32,32540,평창군,32,border_touch,True,39.179
32530,영월군,32,32050,태백시,32,border_touch,True,42.707
32530,영월군,32,37610,봉화군,37,border_touch,True,47.334
32530,영월군,32,32520,횡성군,32,border_touch,True,50.511
32530,영월군,32,32020,원주시,32,border_touch,True,51.947
32540,평창군,32,32550,정선군,32,border_touch,True,30.087
32540,평창군,32,32030,강릉시,32,border_touch,True,35.214
32540,평창군,32,32520,횡성군,32,border_touch,True,36.217
32540,평창군,32,32530,영월군,32,border_touch,True,39.179
32540,평창군,32,32510,홍천군,32,border_touch,True,41.637
32550,정선군,32,32530,영월군,32,border_touch,True,28.679
32550,정선군,32,32540,평창군,32,border_touch,True,30.087
32550,정선군,32,32050,태백시,32,border_touch,True,31.321
32550,정선군,32,32040,동해시,32,border_touch,True,31.433
32550,정선군,32,32070,삼척시,32,border_touch,True,35.772
32550,정선군,32,32030,강릉시,32,border_touch,True,37.595
32560,철원군,32,32570,화천군,32,border_touch,True,26.515
32560,철원군,32,31270,포천시,31,border_touch,True,33.606
32560,철원군,32,31550,연천군,31,border_touch,True,37.819
32560,철원군,32,32580,양구군,32,border_touch,True,51.974
32570,화천군,32,32560,철원군,32,border_touch,True,26.515
32570,화천군,32,32010,춘천시,32,border_touch,True,28.001
32570,화천군,32,32580,양구군,32,border_touch,True,28.038
32570,화천군,32,31570,가평군,31,border_touch,True,41.065
32570,화천군,32,31270,포천시,31,border_touch,True,42.491
32580,양구군,32,32590,인제군,32,border_touch,True,25.974
32580,양구군,32,32570,화천군,32,border_touch,True,28.038
32580,양구군,32,32010,춘천시,32,border_touch,True,39.358
32580,양구군,32,32560,철원군,32,border_touch,True,51.974
32590,인제군,32,32060,속초시,32,border_touch,True,25.44
32590,인제군,32,32580,양구군,32,border_touch,True,25.974
32590,인제군,32,32610,양양군,32,border_touch,True,30.004
32590,인제군,32,32600,고성군,32,border_touch,True,36.26
32590,인제군,32,32510,홍천군,32,border_touch,True,39.582
32590,인제군,32,32010,춘천시,32,border_touch,True,50.079
32600,고성군,32,32060,속초시,32,border_touch,True,24.659
32600,고성군,32,32590,인제군,32,border_touch,True,36.26
32610,양양군,32,32060,속초시,32,border_touch,True,20.155
32610,양양군,32,32590,인제군,32,border_touch,True,30.004
32610,양양군,32,32030,강릉시,32,border_touch,True,38.858
32610,양양군,32,32510,홍천군,32,border_touch,True,54.134
33020,충주시,33,33030,제천시,33,border_touch,True,22.372
33020,충주시,33,33570,음성군,33,border_touch,True,25.415
33020,충주시,33,33560,괴산군,33,border_touch,True,27.864
33020,충주시,33,32020,원주시,32,border_touch,True,32.646
33020,충주시,33,31280,여주시,31,border_touch,True,40.415
33020,충주시,33,37090,문경시,37,border_touch,True,42.469
33030,제천시,33,33020,충주시,33,border_touch,True,22.372
33030,제천시,33,33580,단양군,33,border_touch,True,23.13
33030,제천시,33,32020,원주시,32,border_touch,True,33.333
33030,제천시,33,32530,영월군,32,border_touch,True,35.723
33030,제천시,33,37090,문경시,37,border_touch,True,40.954
33041,청주시 상당구,33,33042,청주시 서원구,33,border_touch,True,13.997
33041,청주시 상당구,33,33044,청주시 청원구,33,border_touch,True,16.523
33041,청주시 상당구,33,33520,보은군,33,border_touch,True,17.193
33041,청주시 상당구,33,33590,증평군,33,border_touch,True,21.631
33041,청주시 상당구,33,25050,대덕구,25,border_touch,True,23.792
33041,청주시 상당구,33,33560,괴산군,33,border_touch,True,29.427
33041,청주시 상당구,33,25010,동구,25,border_touch,True,31.336
33042,청주시 서원구,33,33043,청주시 흥덕구,33,border_touch,True,12.65
33042,청주시 서원구,33,33041,청주시 상당구,33,border_touch,True,13.997
33042,청주시 서원구,33,25050,대덕구,25,border_touch,True,15.009
33042,청주시 서원구,33,29010,세종시,29,border_touch,True,16.152
33042,청주시 서원구,33,33044,청주시 청원구,33,border_touch,True,19.764
33042,청주시 서원구,33,25040,유성구,25,border_touch,True,21.165
33043,청주시 흥덕구,33,33042,청주시 서원구,33,border_touch,True,12.65
33043,청주시 흥덕구,33,33044,청주시 청원구,33,border_touch,True,13.626
33043,청주시 흥덕구,33,29010,세종시,29,border_touch,True,13.757
33043,청주시 흥덕구,33,34011,천안시 동남구,34,border_touch,True,18.557
33044,청주시 청원구,33,33590,증평군,33,border_touch,True,12.478
33044,청주시 청원구,33,33043,청주시 흥덕구,33,border_touch,True,13.626
33044,청주시 청원구,33,33041,청주시 상당구,33,border_touch,True,16.523
33044,청주시 청원구,33,33550,진천군,33,border_touch,True,17.291
33044,청주시 청원구,33,33042,청주시 서원구,33,border_touch,True,19.764
33044,청주시 청원구,33,34011,천안시 동남구,34,border_touch,True,24.62
33520,보은군,33,33041,청주시 상당구,33,border_touch,True,17.193
33520,보은군,33,33530,옥천군,33,border_touch,True,19.901
33520,보은군,33,25010,동구,25,border_touch,True,29.31
33520,보은군,33,37080,상주시,37,border_touch,True,30.987
33520,보은군,33,33560,괴산군,33,border_touch,True,32.299
33530,옥천군,33,25010,동구,25,border_touch,True,16.298
33530,옥천군,33,33520,보은군,33,border_touch,True,19.901
33530,옥천군,33,33540,영동군,33,border_touch,True,22.778
33530,옥천군,33,34510,금산군,34,border_touch,True,27.495
33530,옥천군,33,37080,상주시,37,border_touch,True,38.752
33540,영동군,33,33530,옥천군,33,border_touch,True,22.778
33540,영동군,33,35530,무주군,35,border_touch,True,26.081
33540,영동군,33,37030,김천시,37,border_touch,True,26.144
33540,영동군,33,34510,금산군,34,border_touch,True,30.557
33540,영동군,33,37080,상주시,37,border_touch,True,37.566
33550,진천군,33,33044,청주시 청원구,33,border_touch,True,17.291
33550,진천군,33,33590,증평군,33,border_touch,True,17.384
33550,진천군,33,33570,음성군,33,border_touch,True,19.383
33550,진천군,33,31220,안성시,31,border_touch,True,21.943
33550,진천군,33,34011,천안시 동남구,34,border_touch,True,22.892
33550,진천군,33,34012,천안시 서북구,34,border_touch,True,24.949
33560,괴산군,33,33590,증평군,33,border_touch,True,20.16
33560,괴산군,33,33020,충주시,33,border_touch,True,27.864
33560,괴산군,33,33041,청주시 상당구,33,border_touch,True,29.427
33560,괴산군,33,37090,문경시,37,border_touch,True,29.801
33560,괴산군,33,33570,음성군,33,border_touch,True,29.889
33560,괴산군,33,33520,보은군,33,border_touch,True,32.299
33560,괴산군,33,37080,상주시,37,border_touch,True,43.297
33570,음성군,33,33550,진천군,33,border_touch,True,19.383
33570,음성군,33,33590,증평군,33,border_touch,True,21.067
33570,음성군,33,33020,충주시,33,border_touch,True,25.415
33570,음성군,33,31220,안성시,31,border_touch,True,28.47
33570,음성군,33,31210,이천시,31,border_touch,True,28.485
33570,음성군,33,33560,괴산군,33,border_touch,True,29.889
33570,음성군,33,31280,여주시,31,border_touch,True,36.192
33580,단양군,33,33030,제천시,33,border_touch,True,23.13
33580,단양군,33,37060,영주시,37,border_touch,True,23.204
33580,단양군,33,32530,영월군,32,border_touch,True,25.317
33580,단양군,33,37600,예천군,37,border_touch,True,37.912
33580,단양군,33,37090,문경시,37,border_touch,True,39.873
33590,증평군,33,33044,청주시 청원구,33,border_touch,True,12.478
33590,증평군,33,33550,진천군,33,border_touch,True,17.384
33590,증평군,33,33560,괴산군,33,border_touch,True,20.16
33590,증평군,33,33570,음성군,33,border_touch,True,21.067
33590,증평군,33,33041,청주시 상당구,33,border_touch,True,21.631
34011,천안시 동남구,34,34012,천안시 서북구,34,border_touch,True,15.206
34011,천안시 동남구,34,33043,청주시 흥덕구,33,border_touch,True,18.557
34011,천안시 동남구,34,34040,아산시,34,border_touch,True,22.019
34011,천안시 동남구,34,29010,세종시,29,border_touch,True,22.821
34011,천안시 동남구,34,33550,진천군,33,border_touch,True,22.892
34011,천안시 동남구,34,33044,청주시 청원구,33,border_touch,True,24.62
34011,천안시 동남구,34,34020,공주시,34,border_touch,True,34.12
34012,천안시 서북구,34,34011,천안시 동남구,34,border_touch,True,15.206
34012,천안시 서북구,34,34040,아산시,34,border_touch,True,18.767
34012,천안시 서북구,34,31220,안성시,31,border_touch,True,20.166
34012,천안시 서북구,34,31070,평택시,31,border_touch,True,20.262
34012,천안시 서북구,34,33550,진천군,33,border_touch,True,24.949
34020,공주시,34,29010,세종시,29,border_touch,True,18.722
34020,공주시,34,34550,청양군,34,border_touch,True,20.638
34020,공주시,34,34070,계룡시,34,border_touch,True,25.295
34020,공주시,34,25040,유성구,25,border_touch,True,25.799
34020,공주시,34,34530,부여군,34,border_touch,True,32.463
34020,공주시,34,34060,논산시,34,border_touch,True,32.893
34020,공주시,34,34570,예산군,34,border_touch,True,33.547
34020,공주시,34,34011,천안시 동남구,34,border_touch,True,34.12
34020,공주시,34,34040,아산시,34,border_touch,True,37.315
34030,보령시,34,34550,청양군,34,border_touch,True,25.617
34030,보령시,34,34560,홍성군,34,border_touch,True,25.741
34030,보령시,34,34530,부여군,34,border_touch,True,26.074
34030,보령시,34,34540,서천군,34,border_touch,True,27.772
34040,아산시,34,34012,천안시 서북구,34,border_touch,True,18.767
34040,아산시,34,34011,천안시 동남구,34,border_touch,True,22.019
34040,아산시,34,31070,평택시,31,border_touch,True,23.098
34040,아산시,34,34570,예산군,34,border_touch,True,23.139
34040,아산시,34,34080,당진시,34,border_touch,True,31.147
34040,아산시,34,34020,공주시,34,border_touch,True,37.315
34050,서산시,34,34580,태안군,34,border_touch,True,18.525
34050,서산시,34,34080,당진시,34,border_touch,True,21.457
34050,서산시,34,34560,홍성군,34,border_touch,True,27.915
34050,서산시,34,34570,예산군,34,border_touch,True,31.362
34060,논산시,34,34070,계룡시,34,border_touch,True,13.126
34060,논산시,34,25030,서구,25,border_touch,True,19.546
34060,논산시,34,35030,익산시,35,border_touch,True,23.991
34060,논산시,34,34530,부여군,34,border_touch,True,27.723
34060,논산시,34,34510,금산군,34,border_touch,True,29.92
34060,논산시,34,35510,완주군,35,border_touch,True,30.642
34060,논산시,34,34020,공주시,34,border_touch,True,32.893
34070,계룡시,34,25030,서구,25,border_touch,True,10.022
34070,계룡시,34,25040,유성구,25,border_touch,True,12.957
34070,계룡시,34,34060,논산시,34,border_touch,True,13.126
34070,계룡시,34,34020,공주시,34,border_touch,True,25.295
34080,당진시,34,34050,서산시,34,border_touch,True,21.457
34080,당진시,34,34570,예산군,34,border_touch,True,28.496
34080,당진시,34,34040,아산시,34,border_touch,True,31.147
34080,당진시,34,31070,평택시,31,border_touch,True,32.742
34510,금산군,34,25020,중구,25,border_touch,True,18.936
34510,금산군,34,25030,서구,25,border_touch,True,21.526
34510,금산군,34,25010,동구,25,border_touch,True,22.73
34510,금산군,34,33530,옥천군,33,border_touch,True,27.495
34510,금산군,34,35530,무주군,35,border_touch,True,29.049
34510,금산군,34,34060,논산시,34,border_touch,True,29.92
34510,금산군,34,33540,영동군,33,border_touch,True,30.557
34510,금산군,34,35520,진안군,35,border_touch,True,32.481
34510,금산군,34,35510,완주군,35,border_touch,True,32.505
34530,부여군,34,34550,청양군,34,border_touch,True,20.435
34530,부여군,34,34540,서천군,34,border_touch,True,20.741
34530,부여군,34,34030,보령시,34,border_touch,True,26.074
34530,부여군,34,35030,익산시,35,border_touch,True,27.488
34530,부여군,34,34060,논산시,34,border_touch,True,27.723
34530,부여군,34,34020,공주시,34,border_touch,True,32.463
34540,서천군,34,35020,군산시,35,border_touch,True,17.529
34540,서천군,34,34530,부여군,34,border_touch,True,20.741
34540,서천군,34,35030,익산시,35,border_touch,True,27.373
34540,서천군,34,34030,보령시,34,border_touch,True,27.772
34550,청양군,34,34530,부여군,34,border_touch,True,20.435
34550,청양군,34,34020,공주시,34,border_touch,True,20.638
34550,청양군,34,34560,홍성군,34,border_touch,True,25.577
34550,청양군,34,34030,보령시,34,border_touch,True,25.617
34550,청양군,34,34570,예산군,34,border_touch,True,27.33
34560,홍성군,34,34570,예산군,34,border_touch,True,18.043
34560,홍성군,34,34550,청양군,34,border_touch,True,25.577
34560,홍성군,34,34030,보령시,34,border_touch,True,25.741
34560,홍성군,34,34050,서산시,34,border_touch,True,27.915
34570,예산군,34,34560,홍성군,34,border_touch,True,18.043
34570,예산군,34,34040,아산시,34,border_touch,True,23.139
34570,예산군,34,34550,청양군,34,border_touch,True,27.33
34570,예산군,34,34080,당진시,34,border_touch,True,28.496
34570,예산군,34,34050,서산시,34,border_touch,True,31.362
34570,예산군,34,34020,공주시,34,border_touch,True,33.547
34580,태안군,34,34050,서산시,34,border_touch,True,18.525
35011,전주시 완산구,35,35012,전주시 덕진구,35,border_touch,True,7.484
35011,전주시 완산구,35,35510,완주군,35,border_touch,True,16.493
35011,전주시 완산구,35,35060,김제시,35,border_touch,True,20.503
35012,전주시 덕진구,35,35011,전주시 완산구,35,border_touch,True,7.484
35012,전주시 덕진구,35,35510,완주군,35,border_touch,True,11.476
35012,전주시 덕진구,35,35060,김제시,35,border_touch,True,20.428
35012,전주시 덕진구,35,35030,익산시,35,border_touch,True,21.345
35020,군산시,35,34540,서천군,34,border_touch,True,17.529
35020,군산시,35,35060,김제시,35,border_touch,True,22.552
35020,군산시,35,35030,익산시,35,border_touch,True,25.962
35030,익산시,35,35012,전주시 덕진구,35,border_touch,True,21.345
35030,익산시,35,35510,완주군,35,border_touch,True,23.412
35030,익산시,35,34060,논산시,34,border_touch,True,23.991
35030,익산시,35,35060,김제시,35,border_touch,True,25.483
35030,익산시,35,35020,군산시,35,border_touch,True,25.962
35030,익산시,35,34540,서천군,34,border_touch,True,27.373
35030,익산시,35,34530,부여군,34,border_touch,True,27.488
35040,정읍시,35,35060,김제시,35,border_touch,True,22.657
35040,정읍시,35,35560,순창군,35,border_touch,True,25.107
35040,정읍시,35,35580,부안군,35,border_touch,True,25.765
35040,정읍시,35,35550,임실군,35,border_touch,True,29.967
35040,정읍시,35,35570,고창군,35,border_touch,True,31.342
35040,정읍시,35,36650,장성군,36,border_touch,True,32.747
35040,정읍시,35,35510,완주군,35,border_touch,True,44.829
35050,남원시,35,36530,구례군,36,border_touch,True,21.342
35050,남원시,35,35550,임실군,35,border_touch,True,26.943
35050,남원시,35,35540,장수군,35,border_touch,True,27.656
35050,남원시,35,36520,곡성군,36,border_touch,True,28.005
35050,남원시,35,38580,함양군,38,border_touch,True,29.166
35050,남원시,35,35560,순창군,35,border_touch,True,31.959
35050,남원시,35,38560,하동군,38,border_touch,True,44.068
35060,김제시,35,35012,전주시 덕진구,35,border_touch,True,20.428
35060,김제시,35,35011,전주시 완산구,35,border_touch,True,20.503
35060,김제시,35,35020,군산시,35,border_touch,True,22.552
35060,김제시,35,35040,정읍시,35,border_touch,True,22.657
35060,김제시,35,35030,익산시,35,border_touch,True,25.483
35060,김제시,35,35580,부안군,35,border_touch,True,26.71
35060,김제시,35,35510,완주군,35,border_touch,True,31.482
35510,완주군,35,35012,전주시 덕진구,35,border_touch,True,11.476
35510,완주군,35,35011,전주시 완산구,35,border_touch,True,16.493
35510,완주군,35,35520,진안군,35,border_touch,True,21.808
35510,완주군,35,35030,익산시,35,border_touch,True,23.412
35510,완주군,35,34060,논산시,34,border_touch,True,30.642
35510,완주군,35,35060,김제시,35,border_touch,True,31.482
35510,완주군,35,34510,금산군,34,border_touch,True,32.505
35510,완주군,35,35550,임실군,35,border_touch,True,35.587
35510,완주군,35,35040,정읍시,35,border_touch,True,44.829
35520,진안군,35,35540,장수군,35,border_touch,True,21.628
35520,진안군,35,35510,완주군,35,border_touch,True,21.808
35520,진안군,35,35530,무주군,35,border_touch,True,28.328
35520,진안군,35,35550,임실군,35,border_touch,True,30.985
35520,진안군,35,34510,금산군,34,border_touch,True,32.481
35530,무주군,35,33540,영동군,33,border_touch,True,26.081
35530,무주군,35,35520,진안군,35,border_touch,True,28.328
35530,무주군,35,38590,거창군,38,border_touch,True,28.713
35530,무주군,35,34510,금산군,34,border_touch,True,29.049
35530,무주군,35,35540,장수군,35,border_touch,True,34.785
35530,무주군,35,37030,김천시,37,border_touch,True,35.511
35540,장수군,35,38580,함양군,38,border_touch,True,19.929
35540,장수군,35,35520,진안군,35,border_touch,True,21.628
35540,장수군,35,35050,남원시,35,border_touch,True,27.656
35540,장수군,35,35550,임실군,35,border_touch,True,28.619
35540,장수군,35,38590,거창군,38,border_touch,True,33.611
35540,장수군,35,35530,무주군,35,border_touch,True,34.785
35550,임실군,35,35560,순창군,35,border_touch,True,22.578
35550,임실군,35,35050,남원시,35,border_touch,True,26.943
35550,임실군,35,35540,장수군,35,border_touch,True,28.619
35550,임실군,35,35040,정읍시,35,border_touch,True,29.967
35550,임실군,35,35520,진안군,35,border_touch,True,30.985
35550,임실군,35,35510,완주군,35,border_touch,True,35.587
35560,순창군,35,36510,담양군,36,border_touch,True,17.963
35560,순창군,35,35550,임실군,35,border_touch,True,22.578
35560,순창군,35,35040,정읍시,35,border_touch,True,25.107
35560,순창군,35,36520,곡성군,36,border_touch,True,28.774
35560,순창군,35,36650,장성군,36,border_touch,True,31.402
35560,순창군,35,35050,남원시,35,border_touch,True,31.959
35570,고창군,35,36650,장성군,36,border_touch,True,19.183
35570,고창군,35,36640,영광군,36,border_touch,True,24.109
35570,고창군,35,35580,부안군,35,border_touch,True,26.269
35570,고창군,35,35040,정읍시,35,border_touch,True,31.342
35580,부안군,35,35040,정읍시,35,border_touch,True,25.765
35580,부안군,35,35570,고창군,35,border_touch,True,26.269
35580,부안군,35,35060,김제시,35,border_touch,True,26.71
36010,목포시,36,36620,무안군,36,border_touch,True,17.091
36010,목포시,36,36610,영암군,36,border_touch,True,21.367
36020,여수시,36,36060,광양시,36,border_touch,True,35.664
36020,여수시,36,36030,순천시,36,border_touch,True,40.778
36030,순천시,36,36060,광양시,36,border_touch,True,24.477
36030,순천시,36,36520,곡성군,36,border_touch,True,27.17
36030,순천시,36,36530,구례군,36,border_touch,True,28.793
36030,순천시,36,36560,보성군,36,border_touch,True,28.805
36030,순천시,36,36570,화순군,36,border_touch,True,32.521
36030,순천시,36,36020,여수시,36,border_touch,True,40.778
36040,나주시,36,24030,남구,24,border_touch,True,17.075
36040,나주시,36,24050,광산구,24,border_touch,True,19.791
36040,나주시,36,36630,함평군,36,border_touch,True,21.768
36040,나주시,36,36610,영암군,36,border_touch,True,23.118
36040,나주시,36,36620,무안군,36,border_touch,True,27.232
36040,나주시,36,36570,화순군,36,border_touch,True,28.648
36060,광양시,36,38560,하동군,38,border_touch,True,17.288
36060,광양시,36,36030,순천시,36,border_touch,True,24.477
36060,광양시,36,36530,구례군,36,border_touch,True,27.89
36060,광양시,36,36020,여수시,36,border_touch,True,35.664
36510,담양군,36,24040,북구,24,border_touch,True,12.613
36510,담양군,36,35560,순창군,35,border_touch,True,17.963
36510,담양군,36,36650,장성군,36,border_touch,True,21.041
36510,담양군,36,36520,곡성군,36,border_touch,True,25.781
36510,담양군,36,36570,화순군,36,border_touch,True,31.611
36520,곡성군,36,36530,구례군,36,border_touch,True,21.912
36520,곡성군,36,36510,담양군,36,border_touch,True,25.781
36520,곡성군,36,36030,순천시,36,border_touch,True,27.17
36520,곡성군,36,35050,남원시,35,border_touch,True,28.005
36520,곡성군,36,35560,순창군,35,border_touch,True,28.774
36520,곡성군,36,36570,화순군,36,border_touch,True,31.211
36530,구례군,36,35050,남원시,35,border_touch,True,21.342
36530,구례군,36,36520,곡성군,36,border_touch,True,21.912
36530,구례군,36,38560,하동군,38,border_touch,True,27.458
36530,구례군,36,36060,광양시,36,border_touch,True,27.89
36530,구례군,36,36030,순천시,36,border_touch,True,28.793
36550,고흥군,36,36560,보성군,36,border_touch,True,27.725
36560,보성군,36,36570,화순군,36,border_touch,True,24.53
36560,보성군,36,36580,장흥군,36,border_touch,True,26.884
36560,보성군,36,36550,고흥군,36,border_touch,True,27.725
36560,보성군,36,36030,순천시,36,border_touch,True,28.805
36570,화순군,36,24010,동구,24,border_touch,True,14.329
36570,화순군,36,24030,남구,24,border_touch,True,18.717
36570,화순군,36,24040,북구,24,border_touch,True,22.759
36570,화순군,36,36560,보성군,36,border_touch,True,24.53
36570,화순군,36,36040,나주시,36,border_touch,True,28.648
36570,화순군,36,36520,곡성군,36,border_touch,True,31.211
36570,화순군,36,36510,담양군,36,border_touch,True,31.611
36570,화순군,36,36030,순천시,36,border_touch,True,32.521
36570,화순군,36,36580,장흥군,36,border_touch,True,38.328
36570,화순군,36,36610,영암군,36,border_touch,True,44.228
36580,장흥군,36,36590,강진군,36,border_touch,True,15.021
36580,장흥군,36,36560,보성군,36,border_touch,True,26.884
36580,장흥군,36,36610,영암군,36,border_touch,True,30.445
36580,장흥군,36,36570,화순군,36,border_touch,True,38.328
36590,강진군,36,36580,장흥군,36,border_touch,True,15.021
36590,강진군,36,36610,영암군,36,border_touch,True,23.788
36590,강진군,36,36600,해남군,36,border_touch,True,24.873
36600,해남군,36,36590,강진군,36,border_touch,True,24.873
36600,해남군,36,36610,영암군,36,border_touch,True,28.285
36610,영암군,36,36010,목포시,36,border_touch,True,21.367
36610,영암군,36,36040,나주시,36,border_touch,True,23.118
36610,영암군,36,36590,강진군,36,border_touch,True,23.788
36610,영암군,36,36620,무안군,36,border_touch,True,25.21
36610,영암군,36,36600,해남군,36,border_touch,True,28.285
36610,영암군,36,36580,장흥군,36,border_touch,True,30.445
36610,영암군,36,36570,화순군,36,border_touch,True,44.228
36620,무안군,36,36010,목포시,36,border_touch,True,17.091
36620,무안군,36,36630,함평군,36,border_touch,True,20.283
36620,무안군,36,36610,영암군,36,border_touch,True,25.21
36620,무안군,36,36040,나주시,36,border_touch,True,27.232
36620,무안군,36,36680,신안군,36,border_touch,True,38.433
36630,함평군,36,36640,영광군,36,border_touch,True,19.996
36630,함평군,36,36620,무안군,36,border_touch,True,20.283
36630,함평군,36,24050,광산구,24,border_touch,True,20.641
36630,함평군,36,36040,나주시,36,border_touch,True,21.768
36630,함평군,36,36650,장성군,36,border_touch,True,32.074
36640,영광군,36,36630,함평군,36,border_touch,True,19.996
36640,영광군,36,35570,고창군,35,border_touch,True,24.109
36640,영광군,36,36650,장성군,36,border_touch,True,29.46
36650,장성군,36,24050,광산구,24,border_touch,True,18.304
36650,장성군,36,35570,고창군,35,border_touch,True,19.183
36650,장성군,36,24040,북구,24,border_touch,True,20.794
36650,장성군,36,36510,담양군,36,border_touch,True,21.041
36650,장성군,36,36640,영광군,36,border_touch,True,29.46
36650,장성군,36,35560,순창군,35,border_touch,True,31.402
36650,장성군,36,36630,함평군,36,border_touch,True,32.074
36650,장성군,36,35040,정읍시,35,border_touch,True,32.747
36680,신안군,36,36620,무안군,36,border_touch,True,38.433
37011,포항시 남구,37,37020,경주시,37,border_touch,True,23.368
37011,포항시 남구,37,37012,포항시 북구,37,border_touch,True,29.339
37012,포항시 북구,37,37530,청송군,37,border_touch,True,26.59
37012,포항시 북구,37,37011,포항시 남구,37,border_touch,True,29.339
37012,포항시 북구,37,37070,영천시,37,border_touch,True,31.065
37012,포항시 북구,37,37550,영덕군,37,border_touch,True,35.996
37012,포항시 북구,37,37020,경주시,37,border_touch,True,37.552
37020,경주시,37,37011,포항시 남구,37,border_touch,True,23.368
37020,경주시,37,26040,북구,26,border_touch,True,27.32
37020,경주시,37,26510,울주군,26,border_touch,True,31.435
37020,경주시,37,37070,영천시,37,border_touch,True,33.801
37020,경주시,37,37012,포항시 북구,37,border_touch,True,37.552
